organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,is_complete,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,task_comments
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880004,2023-06-07 05:00:00,853232,t,299.92s,1SPT,GRYE,Greater Yellowlegs,TRINGA MELANOLEUCA,1,3801569,1,Call,211.33,0.61,-71.37,f,,Avery Bartels,918,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880004,2023-06-07 05:00:00,853232,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3801575,1,Song,51.28,1.09,-70.32,f,,Avery Bartels,918,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880004,2023-06-07 05:00:00,853232,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3801561,1,Song,7.50,1.86,-63.93,f,,Avery Bartels,918,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880004,2023-06-07 05:00:00,853232,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3801568,1,Song,193.13,1.56,-69.96,f,,Avery Bartels,918,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880004,2023-06-07 05:00:00,853232,t,299.92s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,1,3801573,1,Song,4.23,5.15,-65.77,f,,Avery Bartels,918,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3801506,1,Song,6.93,1.50,-61.36,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,3801542,1,Call,283.18,1.93,-63.39,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,2,3801521,1,Call,76.36,0.45,-60.82,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,1,3801519,1,Song,54.24,1.86,-54.53,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,UNSP,Unidentified Sparrow,"",1,3801507,1,Call,11.80,0.43,-61.21,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,UNYE,Unidentified Yellowlegs,TRINGA,1,3801546,1,Call,13.90,6.83,-64.34,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3801530,1,Song,119.17,1.98,-66.53,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3801523,1,Song,7.68,1.75,-66.97,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3801517,1,Call,42.75,5.18,-52.46,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3801550,1,Song,111.63,1.36,-67.67,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,WISN,Wilson's Snipe,GALLINAGO DELICATA,1,3801505,1,Song,0.60,3.31,-60.51,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,2,3801511,1,Song,27.36,1.75,-50.48,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3801503,1,Song,0.01,1.16,-66.5,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880002,2023-06-10 07:45:00,853230,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3801543,1,Song,270.49,1.38,-53.71,f,,Avery Bartels,918,light insect noise
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3717129,1,Song,8.46,0.98,-65.53,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,3717162,TMTT,Call,153.12,6.73,-62.64,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,2,3717124,1,Song,2.95,3.05,-56.66,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3717101,1,Song,0.06,2.54,-46.18,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,CEDW,Cedar Waxwing,BOMBYCILLA CEDRORUM,1,3717138,1,Song,28.56,0.58,-61.61,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,1,3717169,1,Song,203.99,1.26,-69.06,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,GRYE,Greater Yellowlegs,TRINGA MELANOLEUCA,1,3717136,1,Call,24.30,0.65,-69.18,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3717127,1,Song,2.06,1.35,-50.18,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3717181,1,Song,280.33,1.49,-70.18,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880003,2023-06-11 05:45:00,853231,t,299.92s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,1,3717132,1,Call,19.08,0.89,-38.64,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3717222,1,Call,134.59,0.73,-65.5,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3717204,1,Song,41.20,2.74,-62.86,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,2,3717226,1,Song,203.24,3.15,-66.33,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3717197,1,Song,15.04,1.23,-69.74,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,3717228,1,Call,251.63,0.81,-60.14,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,COLO,Common Loon,GAVIA IMMER,1,3717202,1,Call,36.38,2.08,-63.44,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,PBGR,Pied-billed Grebe,PODILYMBUS PODICEPS,1,3717207,1,Song,49.66,6.18,-60.23,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,SORA,Sora,PORZANA CAROLINA,1,3717191,1,Call,9.66,0.55,-59.23,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,1,3717158,1,Song,1.59,1.88,-64.49,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,2,3717212,1,Song,64.23,1.76,-70.49,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3717156,1,Song,5.19,1.29,-69.75,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3717157,1,Song,6.55,1.36,-65.75,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3717224,1,Song,195.87,1.33,-64.85,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880005,2023-06-14 05:30:00,853233,t,299.92s,1SPT,FOSP,Fox Sparrow,PASSERELLA ILIACA,1,3717200,1,Song,24.44,1.75,-65.27,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3801590,1,Call,2.84,0.63,-62.6,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,SWSP,Swamp Sparrow,MELOSPIZA GEORGIANA,1,3801588,1,Song,3.54,2.01,-65.54,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3801587,1,Song,2.51,2.93,-66.51,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3801583,1,Song,0.03,1.18,-64.24,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,3801603,1,Call,87.00,0.60,-64.42,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,3801607,1,Song,128.44,0.56,-68.87,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,1,3801616,1,Song,18.76,1.91,-68.62,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,2,3801604,1,Call,99.31,0.44,-69.71,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,GRYE,Greater Yellowlegs,TRINGA MELANOLEUCA,1,3801601,1,Call,74.54,7.70,-60.66,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3801585,1,Song,0.79,1.54,-60.65,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3801591,1,Song,16.45,1.59,-60.7,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3801578,1,Song,0.04,1.23,-68.52,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,2,3801586,1,Call,1.45,0.41,-62,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,3,3801605,1,Song,112.37,1.75,-53.29,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-3,333778,,-121.891162,58.618521,,,880006,2023-06-15 06:00:00,853234,t,299.92s,1SPT,WISN,Wilson's Snipe,GALLINAGO DELICATA,1,3801613,1,Call,240.53,3.25,-69.14,f,,Avery Bartels,918,steady drone and alarm (bird scarer?)
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3882540,1,Song,9.85,1.33,-68.68,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3882546,1,Call,53.86,1.59,-70.01,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3882549,1,Song,67.41,3.89,-67.83,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,2,3882555,1,Song,179.92,1.81,-64.89,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3882535,1,Song,3.48,1.33,-67.77,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,2,3882544,1,Song,50.05,1.08,-68.34,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880008,2023-06-05 06:15:00,853236,t,299.92s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,1,3882537,1,Song,0.94,1.80,-47.19,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3717282,1,Song,222.87,0.88,-67.74,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,2,3717283,1,Call,257.96,2.03,-56.59,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,1,3717262,1,Call,42.36,1.01,-55.52,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3717251,1,Song,10.41,1.54,-67.25,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,LEYE,Lesser Yellowlegs,TRINGA FLAVIPES,1,3717285,1,Call,267.59,1.89,-67.37,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,1,3717249,1,Song,9.51,1.06,-66.95,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3717245,1,Call,5.55,0.35,-70.06,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,2,3717255,1,Song,16.41,5.20,-50.99,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,3,3717268,1,Song,78.61,1.75,-67.56,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3717243,1,Song,0.01,1.33,-62.13,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,2,3717274,1,Song,136.00,2.48,-63.39,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880009,2023-06-08 06:30:00,853237,t,299.92s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,3717280,1,Call,203.89,0.35,-69.17,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880007,2023-06-11 06:45:00,853235,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,2,3717231,1,Song,27.09,1.64,-69.83,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880007,2023-06-11 06:45:00,853235,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3717229,1,Song,0.38,2.71,-64.98,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880007,2023-06-11 06:45:00,853235,t,299.92s,1SPT,RUBL,Rusty Blackbird,EUPHAGUS CAROLINUS,1,3717240,1,Call,283.77,0.38,-61.84,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880007,2023-06-11 06:45:00,853235,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,2,3717239,1,Song,244.61,1.59,-64.73,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880007,2023-06-11 06:45:00,853235,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3717230,1,Song,6.48,1.96,-50.14,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,2,3717299,1,Song,114.02,1.55,-59.96,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,1,3717290,1,Song,5.63,0.94,-61.81,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3717292,1,Song,10.76,2.58,-53.67,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,3717286,1,Song,2.31,1.70,-57.9,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,3717300,1,Call,151.75,0.79,-59.56,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,880011,2023-06-12 07:15:00,853239,t,299.92s,1SPT,PAWA,Palm Warbler,SETOPHAGA PALMARUM,1,3717287,1,Song,4.06,1.73,-51.23,f,,Dominic Cormier,1388,
CWS-PAC,2187,167428-1-6,333779,,-121.890016,58.616554,,,1068131,2023-06-16 04:00:00,1033297,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,3,4110980,1,Song,37.18,1.48,-70.27,f,,Dominic Cormier,1388,
