organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-07 05:00:00,880004,1SPT,853232,t,CAJA,Canada Jay,PERISOREUS CANADENSIS,Aves,109.95,299.92,3.25,0.88kHz,4.02kHz,3801565,1,Call,1,,f,2,Avery Bartels,918,,f,-43.64,-62.62,2,0.000629,-0.013458,0.017853,-34.97,-68.87,-70.69,2,0,-0.001587,0.001465,-55.99,-52.98,-61.82,3,-0.000656,-0.005493,0.006134,-44.25,-68.2,-72.27,3,0,-0.001617,0.001587,-55.82,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853232,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/0aff4e0db6e34017882a182d4062d2f8.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/0b84a1cab5434a489ca2bf283a726f2a.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-07 05:00:00,880004,1SPT,853232,t,UNSP,Unidentified Sparrow,"",Aves,152.04,299.92,4.81,5.82kHz,9.01kHz,3801566,1,Call,1,,f,1,Avery Bartels,918,,f,-57.62,-63.62,2,0.000503,-0.003662,0.004211,-47.51,-66.97,-73.89,2,0,-0.001709,0.001709,-55.35,-59.51,-63.01,2,-0.000721,-0.003662,0.002197,-48.73,-70.18,-76.03,5,0,-0.00119,0.001282,-57.84,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853232,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/556736737fd747bc9349fe8cc7eba560.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/f065052bb8bd4b7ba772ba9d38094eca.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-07 05:00:00,880004,1SPT,853232,t,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,Aves,171.62,299.92,7.45,1.65kHz,5.51kHz,3801567,1,Call,TMTT,,f,2,Avery Bartels,918,,f,-57.4,-62.99,2,0.000624,-0.004211,0.004791,-46.39,-63.41,-70.31,2,0,-0.002594,0.002563,-51.72,-57.17,-64.21,3,-0.000599,-0.0047,0.00415,-46.56,-60.25,-72.37,2,0,-0.003723,0.003906,-48.16,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853232,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/b21e00428f214bffad9cd51876cadfad.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/1ce31b220c1c4c19b3965c106abf1f4d.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-07 05:00:00,880004,1SPT,853232,t,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,Aves,193.13,299.92,1.56,2.58kHz,5.36kHz,3801568,1,Song,1,,f,2,Avery Bartels,918,,f,-50.3,-61.66,2,0.000635,-0.006683,0.009857,-40.12,-69.96,-71.86,2,0,-0.001221,0.00119,-58.27,-57.73,-62.21,3,-0.000604,-0.006683,0.006439,-43.5,-71.09,-73.56,2,0,-0.001129,0.001068,-58.94,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853232,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/e65a4e8395ac4eb681546d0df8695030.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/addbdc03184d46019a02b0c419979ffe.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-07 05:00:00,880004,1SPT,853232,t,GRYE,Greater Yellowlegs,TRINGA MELANOLEUCA,Aves,211.33,299.92,0.61,1.75kHz,3.45kHz,3801569,1,Call,1,,f,2,Avery Bartels,918,,f,-48.08,-54.22,2,0.000656,-0.011871,0.010406,-38.51,-71.56,-73.88,2,0,-0.000946,0.001129,-58.94,-56.64,-62.05,3,-0.000432,-0.004272,0.004333,-47.26,-71.37,-75.45,2,0,-0.000824,0.000854,-61.37,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853232,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/b7bb29078bbe434781918cf15185c41c.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/19256c6a-1814-4238-a978-aef8f99ae7fd/1f5270f2ab204b6498a54dbc8a8aa7fa.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,PAWA,Palm Warbler,SETOPHAGA PALMARUM,Aves,0.01,299.92,1.16,3.55kHz,7.52kHz,3801503,1,Song,1,,f,2,Avery Bartels,918,,f,-60.75,-63.51,2,0.000284,-0.00415,0.007568,-42.42,-66.5,-70.54,3,0,-0.004791,0.004608,-46.39,-56.91,-58.22,2,-0.001143,-0.004242,0.002075,-47.45,-66.77,-70.85,3,0,-0.001709,0.001587,-55.35,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/e955804dc9694a8fbeb3e7c819be9542.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/01fc9a8087b04c359804629126b8a9dd.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,WISN,Wilson's Snipe,GALLINAGO DELICATA,Aves,0.60,299.92,3.31,0.10kHz,1.80kHz,3801505,1,Song,1,,f,2,Avery Bartels,918,,f,-59.7,-63.51,2,0.000237,-0.004761,0.007294,-42.74,-64.78,-67.56,4,-0.000121,-0.001984,0.001862,-54.05,-55.14,-58.13,3,-0.001331,-0.004242,0.002075,-47.45,-60.51,-63.41,3,0.000677,-0.001251,0.002686,-51.42,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/5d6f48f2044e4f8988d972bcae810157.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/950f0dcf8ef946968ae820e771fa7755.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,6.93,299.92,1.50,1.08kHz,4.89kHz,3801506,1,Song,1,,f,1,Avery Bartels,918,,f,-54.12,-62.78,2,0.000208,-0.056488,0.049896,-24.96,-61.36,-68.4,2,0,-0.011597,0.013031,-37.7,-54.57,-56.24,2,-0.001491,-0.016174,0.011749,-35.82,-64.96,-68.82,2,0,-0.006531,0.007477,-42.53,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/89002c41e7d941d3b9fbcb93ebdff0aa.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/56ab7fa6f5124a89900c66e930598116.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,7.68,299.92,1.75,2.83kHz,5.77kHz,3801523,1,Song,1,,f,2,Avery Bartels,918,,f,-58.75,-62.82,2,0.000192,-0.007751,0.008636,-41.27,-67.49,-71.19,3,0,-0.001648,0.001587,-55.66,-55.37,-57.71,3,-0.001376,-0.004181,0.001648,-47.57,-66.97,-71.65,2,0,-0.001678,0.001495,-55.5,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/a244b7ec48da41c6baa47436ac27903b.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/6b8b9d8199c6485a9db708d12b579158.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,UNSP,Unidentified Sparrow,"",Aves,11.80,299.92,0.43,5.51kHz,9.94kHz,3801507,1,Call,1,,f,1,Avery Bartels,918,,f,-58.76,-61.58,2,0.000211,-0.004456,0.004211,-47.02,-61.21,-69.05,2,0,-0.003082,0.003113,-50.14,-55.26,-56.75,2,-0.001356,-0.004425,0.001923,-47.08,-64.23,-70.25,2,0,-0.002228,0.002045,-53.04,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/accbc3162b6a4283a17575f3970bef9c.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/6eeb921911064fc0a5a2c24f42c517d3.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,UNYE,Unidentified Yellowlegs,TRINGA,Aves,13.90,299.92,6.83,1.39kHz,3.97kHz,3801546,1,Call,1,,f,1,Avery Bartels,918,,f,-48.35,-63.23,2,0.000098,-0.018494,0.011719,-34.66,-64.34,-71.05,2,0,-0.004059,0.004181,-47.57,-55.05,-58.07,2,-0.001272,-0.006104,0.002411,-44.29,-66.83,-71.65,3,0,-0.002197,0.002899,-50.75,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/0b27c08abe0f4b7789c276b366f2ada8.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/b36e784dbd434f75a90a87ccd56a6c52.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,PAWA,Palm Warbler,SETOPHAGA PALMARUM,Aves,27.36,299.92,1.75,2.58kHz,9.32kHz,3801511,2,Song,1,,f,1,Avery Bartels,918,,f,-43.02,-58.07,2,0.000106,-0.020447,0.020172,-33.79,-50.48,-67.25,2,0,-0.010254,0.010223,-39.78,-46.41,-56.14,3,-0.001459,-0.012695,0.010223,-37.93,-54.76,-68.22,2,0,-0.006073,0.006409,-43.86,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/1791622dedca4bc59596e7594797239b.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/373482982e104058a40d5793230dd13d.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,CAJA,Canada Jay,PERISOREUS CANADENSIS,Aves,42.75,299.92,5.18,1.03kHz,4.48kHz,3801517,1,Call,1,,f,1,Avery Bartels,918,,f,-49.23,-63.49,2,0.00017,-0.016663,0.015808,-35.57,-52.46,-69.34,2,0,-0.006683,0.006927,-43.19,-50.74,-57.03,2,-0.001443,-0.012177,0.011261,-38.29,-53.94,-69.54,2,0,-0.00528,0.005585,-45.06,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/981a52ad7d2a4c419f10bf19774d5030.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/08f481a809fe4bfa84ddbb7fdc9884c4.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,54.24,299.92,1.86,3.14kHz,6.08kHz,3801519,1,Song,1,,f,1,Avery Bartels,918,,f,-53.97,-62.66,2,0.00017,-0.006531,0.007507,-42.49,-54.53,-71.04,3,0,-0.006165,0.006165,-44.2,-52.81,-56.35,2,-0.00153,-0.007477,0.004578,-42.53,-56.07,-71.46,2,0,-0.00528,0.005219,-45.55,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/82dbba6e376544839060c4202981dcd1.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/340cdb407f00483fb7cc3f8d58a490ce.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,76.36,299.92,0.45,5.20kHz,9.79kHz,3801521,2,Call,1,,f,1,Avery Bartels,918,,f,-58.83,-62.18,2,0.000294,-0.004395,0.005859,-44.64,-60.82,-69.68,2,0,-0.004364,0.004395,-47.14,-54.3,-54.98,2,-0.001698,-0.004578,0.001984,-46.79,-64.86,-71.31,2,0,-0.00235,0.00238,-52.47,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/84b5e27fc2e24408a7ca4962b97adb11.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/effeb0c732284a34aa6c7fbf6e50a4c1.flac
CWS-PAC,Boreal Monitoring - 2023 FNFN,2187,167428-1-3,333778,2023-06-10 07:45:00,880002,1SPT,853230,t,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,Aves,111.63,299.92,1.36,2.47kHz,5.25kHz,3801550,1,Song,1,,f,1,Avery Bartels,918,,f,-59.93,-62.78,2,0.000059,-0.00351,0.003876,-48.23,-67.67,-70.58,4,0,-0.001434,0.001587,-55.99,-55.69,-57.08,2,-0.001283,-0.004669,0.002747,-46.62,-68.39,-71.28,3,0,-0.001495,0.001465,-56.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=853230,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/236c0a0b83a5406b902b6b6d333829dd.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/e1238926-6729-4b62-9dc4-180a6c082348/f2340af365554f3c83f047d3b9078af7.flac
