organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,is_complete,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,task_comments
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2939794,1,Song,54.70,1.83,-40.59,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2939781,1,Song,0.80,0.61,-40.97,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,2,2939782,1,Song,2.26,0.71,-46.77,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2939788,1,Song,0.43,1.71,-40.11,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2939786,3,Song,2.30,5.18,-39.3,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513859,2022-06-06 04:00:00,476656,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2939808,1,Call,194.59,0.45,-42.32,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2880647,1,Song,229.62,2.91,-50.02,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2880596,1,Song,32.54,1.53,-51.98,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,2,2880570,1,Song,4.83,0.69,-47,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,2880701,1,Song,119.10,1.81,-49.37,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2880559,1,Song,0.01,0.53,-45.85,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,1,2880594,1,Song,19.38,1.38,-45.38,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,UNSP,Unidentified Sparrow,"",1,2880671,1,Call,287.21,2.10,-55.99,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,AMCR,American Crow,CORVUS BRACHYRHYNCHOS,1,2880664,1,Call,279.10,2.96,-39.26,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,1,2880566,1,Song,6.68,1.71,-44.68,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2880562,1,Song,1.14,4.30,-39.55,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,3,2880580,1,Song,18.88,0.59,-50.23,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2880564,1,Song,6.06,1.45,-44.52,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513857,2022-06-10 05:00:00,476654,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2880585,1,Song,11.61,3.45,-47.03,f,,Avery Bartels,918,"very light drizzle, picks up a bit"
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2882563,1,Song,4.86,1.38,-60.09,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,1,2882565,1,Song,8.74,1.09,-57.03,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,2,2882566,1,Song,11.45,1.24,-59.91,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2882560,1,Song,0.45,1.16,-55.55,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,UNWA,Unidentified Warbler,"",1,2882589,1,Call,212.54,0.48,-44.54,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2882578,1,Song,10.16,1.35,-67.89,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,1,2882561,1,Song,1.45,1.94,-33.55,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,2,2882570,1,Song,79.04,1.54,-59.07,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2882559,1,Call,0.04,0.35,-62.97,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,2,2882568,1,Song,42.04,0.50,-56.6,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2882567,1,Song,7.15,1.59,-41.54,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2882562,1,Song,3.28,2.68,-57.82,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2882571,1,Song,82.09,3.56,-44.68,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,1,2882564,1,Song,5.88,1.78,-41.94,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,CORA,Common Raven,CORVUS CORAX,1,2882581,1,Call,11.45,1.23,-61.01,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513860,2022-06-12 06:45:00,476657,t,299.91s,1SPT,SOSP,Song Sparrow,MELOSPIZA MELODIA,1,2882587,1,Song,44.93,1.75,-63.26,f,,Avery Bartels,918,light traffic
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,1,2883466,1,Song,3.61,1.84,-32.52,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,2883480,1,Song,63.54,1.39,-43.55,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2883465,1,Song,0.04,6.29,-32.51,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2883470,1,Call,10.21,1.26,-36.86,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2883496,1,Song,282.77,1.29,-48.25,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,1,2883471,1,Song,14.04,1.74,-32.63,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2883483,1,Call,84.82,0.53,-36.3,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2883473,1,Song,18.76,1.34,-36.78,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,2,2883494,1,Song,232.73,1.01,-39.36,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2883467,1,Song,6.48,2.89,-39.6,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,2,2883492,1,Song,215.38,2.33,-39.38,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2883476,1,Song,30.83,3.20,-35.97,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2883486,1,Song,120.15,4.04,-33.21,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,1,2883463,1,Song,2.78,1.53,-38.5,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513862,2022-06-20 04:15:00,476659,t,299.91s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2883469,1,Song,3.60,1.65,-32.51,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2879450,1,Song,13.09,1.24,-57.88,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,1,2879437,1,Song,0.43,1.70,-51.43,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2879453,1,Song,16.13,1.18,-53.58,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,2,2879454,1,Song,20.91,1.65,-55.92,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,1,2879448,1,Song,13.38,0.84,-59.25,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,2,2879471,1,Song,79.44,1.30,-49.47,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2879441,1,Song,2.18,1.65,-52.96,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2879474,1,Song,131.00,1.80,-53.22,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2879439,1,Song,2.79,0.48,-57.18,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2879464,1,Song,60.88,1.23,-53.76,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2879438,1,Song,4.10,3.70,-46.12,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2879440,1,Song,6.66,3.68,-46.86,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2879446,1,Song,9.10,1.99,-51.08,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2879457,1,Song,38.78,3.38,-52.74,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,1,2879442,1,Song,7.55,1.44,-38.06,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,2,2879473,1,Song,126.45,0.99,-66.6,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-5,333678,,-121.949107,56.745703,,,513861,2022-06-22 06:45:00,476658,t,299.91s,1SPT,WISN,Wilson's Snipe,GALLINAGO DELICATA,1,2879485,1,Song,220.62,2.31,-54.91,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,2939868,1,Song,190.36,1.36,-55.05,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,MAWA,Magnolia Warbler,SETOPHAGA MAGNOLIA,1,2939826,1,Song,8.81,1.35,-40.56,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,1,2939835,1,Song,5.08,1.09,-46.95,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,1,2939819,1,Song,3.56,1.40,-53.5,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2939812,1,Song,3.30,0.78,-39.43,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,1,2939864,1,Song,162.83,2.20,-40.02,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,2,2939871,1,Song,226.87,1.90,-56.08,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2939816,1,Song,2.98,0.81,-41.59,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2939838,1,Song,9.08,1.25,-41.9,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2939849,1,Song,94.48,2.39,-42,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2939827,1,Song,11.23,3.90,-54.15,f,,Dominic Cormier,1388,
CWS-PAC,1311,114555-2-7,333679,,-121.954292,56.743172,,,513863,2022-06-05 06:00:00,476660,t,299.91s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2939831,1,Song,20.89,2.11,-55.58,f,,Dominic Cormier,1388,
