organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,is_complete,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,task_comments
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,1,3884977,1,Song,1.04,1.55,-40.71,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,2,3885003,1,Song,91.98,1.49,-51.95,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3884978,1,Song,0.04,1.60,-46.25,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,3884998,1,Song,39.54,2.68,-53.44,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,3885035,1,Song,235.39,2.39,-58.46,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,3885011,1,Call,124.47,0.50,-59.35,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,MOCH,Mountain Chickadee,POECILE GAMBELI,1,3885016,1,Call,136.58,2.00,-39.16,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,3884985,1,Song,4.09,1.46,-57.71,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,2,3884987,1,Song,5.35,1.78,-64.01,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,3,3884990,1,Song,6.59,1.54,-60.61,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,4,3885000,1,Song,13.65,1.98,-55.97,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,5,3884995,1,Song,28.66,1.33,-60.5,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,WAVI,Warbling Vireo,VIREO GILVUS,1,3884999,1,Song,50.61,1.49,-62.82,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3884979,1,Song,3.81,1.59,-53.2,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3885009,1,Song,123.98,1.63,-59.8,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,1,3884997,1,Song,33.40,4.65,-55.88,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,3884983,1,Song,0.49,1.68,-56.21,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3884981,2,Song,1.70,1.76,-42.28,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3884993,1,Call,14.40,0.30,-70.03,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879638,2023-06-09 04:30:00,852862,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3885033,1,Song,225.18,1.33,-53.63,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,3899825,1,Song,4.71,2.34,-38.14,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,1,3899838,1,Call,40.74,1.45,-50.39,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,3,3899868,1,Song,285.34,1.69,-48.84,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3899821,1,Song,2.28,2.75,-45.12,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,1,3899841,1,Song,43.14,1.49,-46.84,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,RUBL,Rusty Blackbird,EUPHAGUS CAROLINUS,1,3899830,1,Song,7.20,0.84,-43.88,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3899831,1,Song,11.36,1.60,-52.87,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,1,3899844,1,Song,67.93,3.35,-43.31,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,PAWR,Pacific Wren,TROGLODYTES PACIFICUS,2,3899847,1,Song,83.25,5.06,-47.6,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,3899866,1,Song,236.71,0.85,-54.69,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3899829,1,Song,2.46,1.31,-44.24,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3899822,1,Song,3.61,1.53,-35.78,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,3899832,1,Song,15.63,1.71,-47.2,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3899824,1,Song,4.81,1.34,-42.53,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,3899861,1,Song,200.61,1.19,-52.8,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,2,3899853,1,Song,122.09,1.48,-56.87,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879636,2023-06-12 04:45:00,852860,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,1,3899819,1,Song,0.31,0.75,-46.4,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3675108,1,Song,0.03,1.20,-62.81,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,1,3675113,1,Song,4.19,1.88,-38.29,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,2,3675119,1,Song,7.63,1.86,-68.24,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,PUFI,Purple Finch,HAEMORHOUS PURPUREUS,1,3675127,1,Song,24.29,1.10,-56.35,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3675134,1,Call,185.40,1.50,-64.97,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,3675100,1,Song,2.09,1.48,-59.19,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,2,3675121,1,Song,8.45,1.43,-63.19,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,3675129,1,Call,68.56,0.90,-57.98,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3675137,1,Song,259.62,1.30,-61.63,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,RESQ,Red Squirrel,TAMIASCIURUS HUDSONICUS,1,3675123,1,Call,19.01,3.10,-48.78,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,3675135,1,Song,201.49,1.55,-49.56,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3675102,1,Song,0.01,1.51,-47.66,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3675106,1,Song,0.85,1.55,-47.66,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3675111,1,Song,2.51,1.31,-62.18,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,3675116,1,Song,8.30,1.33,-62.55,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879637,2023-06-13 07:45:00,852861,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,5,3675130,1,Song,88.39,1.25,-52.12,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3675145,1,Song,1.21,1.48,-52.33,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3675146,1,Song,3.71,1.33,-46.59,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,3675147,1,Song,4.44,1.40,-46.57,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,3,3675165,1,Song,79.75,1.65,-50.59,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3675158,1,Song,18.64,1.89,-73.8,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,UNPA,Unidentified Passerine,"",1,3675206,1,Song,259.37,2.19,-40.02,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,PIGR,Pine Grosbeak,PINICOLA ENUCLEATOR,1,3675186,1,Call,185.13,0.66,-54.44,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,1,3675139,1,Song,0.94,1.58,-52.99,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,2,3675140,1,Song,2.64,1.70,-46.35,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,TOWA,Townsend's Warbler,SETOPHAGA TOWNSENDI,3,3675162,1,Song,40.63,1.48,-51.54,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3675155,1,Song,15.46,1.71,-52.56,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,2,3675209,1,Song,271.53,1.65,-59.87,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,RESQ,Red Squirrel,TAMIASCIURUS HUDSONICUS,1,3675160,1,Call,31.04,3.04,-44.68,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,3675201,1,Song,258.92,1.55,-57.58,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3675143,1,Song,0.11,1.11,-31.91,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,2,3675152,1,Song,13.39,1.71,-44.2,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879639,2023-06-17 06:00:00,852863,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,1,3675141,1,Song,10.21,2.00,-30.49,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879640,2023-06-19 04:30:00,852864,t,299.92s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3885050,1,Song,5.09,1.33,-60.26,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879640,2023-06-19 04:30:00,852864,t,299.92s,1SPT,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,1,3885059,1,Song,96.64,1.10,-50.59,f,,Dominic Cormier,1388,
CWS-PAC,2188,148644-1-1,487246,,-130.276021,57.159032,Wildlife Acoustics,Song Meter Mini,879640,2023-06-19 04:30:00,852864,t,299.92s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3885048,1,Song,0.68,3.31,-55.95,f,,Dominic Cormier,1388,
