organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,0.41,180.00,3.03,3.91kHz,6.90kHz,3882444,1,Song,1,,t,2,Jon Van Arragon,1247,15,f,-40.91,-48.33,2,0.000004,-0.032806,0.03302,-29.62,-41.72,-54.13,2,0,-0.027924,0.02771,-31.08,-37.92,-47.14,2,0.000003,-0.042969,0.046295,-26.69,-38.48,-51.04,2,0,-0.041687,0.044006,-27.13,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/8f6cc74116914838b5d920e54ef3e431.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/fe8c3a4fa31745f7a5c26abc3af6abea.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,3.81,180.00,1.93,3.66kHz,5.92kHz,3882448,2,Song,1,,t,1,Jon Van Arragon,1247,15,f,-44.96,-48.83,2,-0.000013,-0.01828,0.020966,-33.57,-48.51,-59.52,2,0,-0.013123,0.012421,-37.64,-39.71,-47.89,2,-0.000006,-0.037506,0.038483,-28.29,-44.25,-54.98,2,0,-0.023499,0.024017,-32.39,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/6b6211e8804f46548eb7fa1fcc33f553.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/6fff1bb92b794c96b2ac2425bbd2d8d2.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,4.73,180.00,1.54,1.70kHz,5.67kHz,3882447,1,Song,1,,f,2,Jon Van Arragon,1247,,f,-42.55,-47.59,2,0.000021,-0.023712,0.024414,-32.25,-43.77,-52.89,2,0,-0.019043,0.019287,-34.29,-38.49,-46.89,2,0.000021,-0.046295,0.038483,-26.69,-38.92,-50.42,2,0,-0.033051,0.036194,-28.83,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/32f2ecd5010849e685e8ae50f7046ab0.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/aa309d44916047328cb8cd8484019b5c.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,VATH,Varied Thrush,IXOREUS NAEVIUS,Aves,11.13,180.00,1.41,1.75kHz,3.97kHz,3882449,1,Song,1,,t,1,Jon Van Arragon,1247,15,f,-45.26,-49.14,2,-0.000026,-0.020081,0.0177,-33.94,-47.48,-56.2,2,0,-0.014038,0.013824,-37.05,-43.32,-47.81,2,-0.000009,-0.038483,0.036041,-28.29,-45.99,-54.62,2,0,-0.02774,0.029327,-30.65,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/0578b04c738b49c696208bd52ffff544.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/681c4fa3ff61414587a108abb4b23b6f.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,WIWA,Wilson's Warbler,CARDELLINA PUSILLA,Aves,13.23,180.00,1.26,3.91kHz,6.85kHz,3882451,1,Song,1,,t,2,Jon Van Arragon,1247,15,f,-32.62,-46.65,2,0.000004,-0.06015,0.052551,-24.42,-47.18,-56.99,2,0,-0.01535,0.015381,-36.26,-29.93,-43.19,2,0.000015,-0.094666,0.060364,-20.48,-39.96,-51,2,0,-0.037109,0.039368,-28.1,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/c3131aecb03a4e4492ea32ee9a53f3bb.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/92922832f2b84b5fabf65d8432e12d6e.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,Aves,14.08,180.00,1.74,1.49kHz,4.33kHz,3882450,1,Song,1,,t,2,Jon Van Arragon,1247,15,f,-40.58,-49.34,2,-0.000133,-0.056671,0.047455,-24.93,-42.86,-57.13,2,0,-0.019012,0.019806,-34.06,-36.06,-47.3,2,-0.000071,-0.094666,0.060364,-20.48,-37.71,-53.09,2,0,-0.038177,0.037933,-28.36,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/d8aab05ea25448b1ae81181e3ef7faf4.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/9ef140c95c5643dbbce1eb1235d721b9.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 04:16:00,970204,1SPT,930034,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,86.56,180.00,1.93,2.37kHz,4.43kHz,3882452,2,Song,1,,t,1,Jon Van Arragon,1247,900,f,-47.21,-50.47,2,-0.000014,-0.016724,0.016907,-35.44,-52.22,-58.05,2,0,-0.009186,0.009247,-40.68,-44.03,-49.22,2,-0.000014,-0.035339,0.032166,-29.03,-50.05,-55.88,2,0,-0.018372,0.019348,-34.27,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=930034,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/e72d900efe8a4e0bb76c6e18a5af4621.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/3a1999ee-9310-46fd-98b9-d7e2e8c2b935/c8df3c787bd5497aacbeb98352972c4d.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,1.54,180.00,3.18,3.30kHz,8.81kHz,3869682,1,Song,1,,t,1,Bronwyn Robinson,533,15,f,-38.67,-48.67,2,-0.000007,-0.040955,0.047028,-26.55,-39.13,-57.46,2,0,-0.039948,0.039398,-27.97,-37.34,-47.16,2,0.000005,-0.052979,0.0466,-25.52,-37.67,-53.91,2,0,-0.047913,0.048004,-26.37,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/5c0d0e738cc64a5382030255b91d51c0.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/dc4f15e756b54ec3a0c328b8fe4a32b7.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,Aves,1.90,180.00,2.24,2.68kHz,6.54kHz,3869672,1,Song,1,,t,1,Bronwyn Robinson,533,15,f,-38.67,-47.29,2,-0.000024,-0.040955,0.047028,-26.55,-39.18,-53.35,2,0,-0.039825,0.039581,-28,-37.34,-46.65,2,0.000003,-0.052979,0.0466,-25.52,-37.66,-50.66,2,0,-0.047028,0.049072,-26.18,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/10a21b8d5175424fa7a6b9a6403ae241.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/1d370849f8c643bdbf0953615d9059db.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,VATH,Varied Thrush,IXOREUS NAEVIUS,Aves,3.21,180.00,2.08,2.58kHz,4.22kHz,3869674,1,Song,1,,t,2,Bronwyn Robinson,533,15,f,-40.47,-49.04,2,0,-0.03949,0.036743,-28.07,-52.98,-59.76,2,0,-0.009155,0.008484,-40.77,-39.15,-48.17,2,-0.000008,-0.045654,0.039551,-26.81,-49.37,-56.3,2,0,-0.015289,0.014343,-36.31,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/d121e5d31e984e0681a2580c1c2077ce.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/139a0680b683464eb93a17b79cd0b5d9.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,RCKI,Ruby-crowned Kinglet,CORTHYLIO CALENDULA,Aves,3.55,180.00,5.00,1.24kHz,7.21kHz,3869673,1,Song,1,,t,1,Bronwyn Robinson,533,15,f,-41.67,-49.69,2,-0.000005,-0.028961,0.029938,-30.48,-42.37,-55.83,2,0,-0.025848,0.025879,-31.74,-40.85,-48.81,2,-0.000001,-0.036896,0.037964,-28.41,-41.39,-52.99,2,0,-0.032806,0.035187,-29.07,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/7c7eecbb757e41cb9811b00415eabc74.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/b23b0beb7a714ccbbec65ac9117ac521.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,24.69,180.00,2.74,2.99kHz,6.44kHz,3869683,2,Song,1,,t,1,Bronwyn Robinson,533,15,f,-44.41,-49.38,2,-0.000014,-0.019775,0.025482,-31.88,-51.3,-60.64,2,0,-0.009277,0.009491,-40.45,-44.97,-48.73,2,0.000016,-0.046143,0.04953,-26.1,-47.87,-56.17,2,0,-0.040558,0.040009,-27.84,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/bdf673cab9ac4dea9dda2866e880b6b0.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/9b95fc4273c34537aac9f55687f81e3d.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,Aves,64.94,180.00,1.81,6.95kHz,8.86kHz,3869676,1,Call,1,,t,1,Bronwyn Robinson,533,15,f,-39.34,-46.13,2,0.000016,-0.039612,0.039612,-28.04,-53.22,-63.21,2,0,-0.00769,0.007935,-42.01,-40.1,-44.73,2,0.000009,-0.034698,0.034698,-29.19,-59.52,-65.11,2,0,-0.00415,0.004059,-47.64,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/862c30aa9c23406d91cd8cbd0aa18155.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/82f1a684e9164662906f270d1de069df.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,RUGR,Ruffed Grouse,BONASA UMBELLUS,Aves,86.88,180.00,6.84,0.03kHz,0.27kHz,3869692,1,Song,1,,t,2,Bronwyn Robinson,533,15,f,-42,-50.91,2,-0.000006,-0.030273,0.030579,-30.29,-45.99,-60.62,12,0.000004,-0.00946,0.012085,-38.36,-35.92,-49.77,2,-0.000003,-0.05954,0.060181,-24.41,-45.7,-62.01,9,0.000002,-0.009766,0.011078,-39.11,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/55d8bfce69f54b2bbf68709018859dbc.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/ab474a7ee99a4bcb936636723f7055d2.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,PAWA,Palm Warbler,SETOPHAGA PALMARUM,Aves,120.51,180.00,1.50,3.45kHz,7.52kHz,3869686,1,Song,1,,t,2,Bronwyn Robinson,533,15,f,-48.17,-50.87,2,-0.000009,-0.019623,0.014557,-34.14,-55.22,-60.31,2,0,-0.00589,0.006165,-44.2,-47.01,-50.26,2,-0.000009,-0.023315,0.023865,-32.44,-51.12,-57.27,2,0,-0.021423,0.021973,-33.16,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/8d923d21329f406f992ae2f545237ee7.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/d991dfefaae845ccb715b8bb77da2aad.flac
CWS-PAC,Boreal Monitoring - 2023 BMS NE,2256,BMS-63270-1-1,488535,2023-06-04 05:46:00,970109,1SPT,929939,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,150.99,180.00,2.10,1.18kHz,5.25kHz,3869687,1,Song,1,,f,2,Bronwyn Robinson,533,,f,-47.82,-50.73,2,-0.00001,-0.015381,0.016571,-35.61,-54.3,-58.45,2,0,-0.011963,0.012238,-38.25,-46.14,-49.74,2,-0.000022,-0.023346,0.024506,-32.21,-48.17,-54.84,2,0,-0.015869,0.016205,-35.81,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=929939,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/c61a0af97ba04348abe7980bcfd5055d.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/530d1d5c-0ad6-4d57-b836-ee4f53ca1138/8f9470e5c7124596baca677316333d0c.flac
