organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-08 04:45:00,514471,1SPT,477276,t,UNBI,Unidentified bird,"",Aves,170.51,299.91,1.20,0.05kHz,1.08kHz,2920400,1,Song,1,,f,1,Dominic Cormier,1388,,f,-31.4,-53.2,2,-0.00005,-0.05127,0.053406,-25.45,-58.8,-63.03,6,0.000037,-0.002899,0.002441,-50.75,-30.29,-55.02,2,0.000457,-0.059143,0.059082,-24.56,-56.32,-62.68,12,-0.000339,-0.003845,0.002411,-48.3,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477276,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/88e9b5111bd647229331dc8fcdf5229a.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/e0048326a5b1432e875b389de92c899b.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-08 04:45:00,514471,1SPT,477276,t,SACR,Sandhill Crane,ANTIGONE CANADENSIS,Aves,193.87,299.91,7.08,0.26kHz,1.49kHz,2920404,1,Song,1,,f,1,Dominic Cormier,1388,,f,-34.9,-63.14,2,-0.000045,-0.038788,0.039337,-28.1,-53.14,-72.1,4,0.000004,-0.005341,0.004822,-45.45,-31.74,-63.78,2,0.00041,-0.051819,0.05127,-25.71,-57.99,-73.87,3,-0.000037,-0.003326,0.003296,-49.56,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477276,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/6e4c261421bb4deba10ce3f067e8814c.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/5505a72c16a141b98327adf6205c2dc3.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-08 04:45:00,514471,1SPT,477276,t,SWSP,Swamp Sparrow,MELOSPIZA GEORGIANA,Aves,283.17,299.91,1.79,2.16kHz,3.81kHz,2920412,1,Song,1,,f,1,Dominic Cormier,1388,,f,-44.25,-62.08,3,-0.000041,-0.012299,0.012634,-37.97,-44.35,-75.51,2,0,-0.012665,0.012695,-37.93,-47.39,-62.82,3,0.000404,-0.008636,0.009064,-40.85,-47.55,-79.16,2,0,-0.008514,0.008698,-41.21,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477276,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/24a6374178d643c1a45c525a43b7b5d3.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/fac9b77d-ffe8-4cea-9aff-f81e4df794a7/08969e159dd748da8c2443a38a245f38.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,1.94,299.91,1.80,1.85kHz,5.61kHz,3045227,1,Song,1,,f,1,Dominic Cormier,1388,,f,-52.6,-62.06,2,0.000405,-0.005371,0.005981,-44.46,-63.83,-73.24,3,0,-0.001526,0.001709,-55.35,-54.8,-60.52,2,0.000857,-0.003326,0.004822,-46.34,-61.7,-75.3,2,0,-0.001892,0.001831,-54.46,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/41c65f1f42ef45ea87d9133de590f4ff.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/ce4b0b500ca645f8974c67ae79664db9.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,4.41,299.91,1.09,1.65kHz,4.84kHz,3045243,2,Song,1,,f,1,Dominic Cormier,1388,,f,-53.81,-62.61,2,0.000242,-0.004883,0.006012,-44.42,-70.97,-73.89,2,0,-0.000977,0.001221,-58.27,-56.24,-61.72,2,0.000701,-0.003143,0.004456,-47.02,-74.1,-75.85,2,0,-0.000732,0.000824,-61.68,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/c6997b5477044b1a831d37138e57ff92.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/d5d27c36fad448f4beb5b14d3b07da94.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,PAWA,Palm Warbler,SETOPHAGA PALMARUM,Aves,4.91,299.91,1.31,3.30kHz,7.00kHz,3045253,1,Song,1,,f,1,Dominic Cormier,1388,,f,-52.46,-61.04,2,0.000216,-0.006195,0.006592,-43.62,-70.95,-73.17,3,0,-0.001038,0.00119,-58.49,-55.38,-61.03,2,0.000664,-0.003387,0.005005,-46.01,-74.37,-75.64,3,0,-0.000732,0.000763,-62.35,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/0dd57c1559cb4dd283cc09a6251347c1.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/e03950178a3442288dfe7a0ef3b48e60.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,Aves,6.70,299.91,0.41,1.65kHz,4.94kHz,3045254,1,Song,1,,f,1,Dominic Cormier,1388,,f,-58.94,-61.69,2,0.000176,-0.003662,0.003754,-48.51,-72.21,-73.57,2,0,-0.000977,0.000916,-60.21,-59.97,-61.74,2,0.000619,-0.001831,0.00296,-50.57,-73.76,-75.13,5,0,-0.000732,0.000702,-62.7,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/85dddd9c31524c6c865c05f1e5f50eb2.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/d7c4ba6d5cd642db8c0cbe4d2b96e258.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,7.40,299.91,0.65,5.46kHz,11.38kHz,3045275,1,Call,1,,f,1,Dominic Cormier,1388,,f,-51.23,-57.09,3,0.000171,-0.005707,0.006073,-44.33,-67.38,-74.3,2,0,-0.002563,0.002502,-51.82,-55.36,-59.32,2,0.000615,-0.003082,0.004578,-46.79,-73.37,-75.15,2,0,-0.001007,0.001007,-59.94,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/1417d524cf9f4bde8961315afe71c788.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/291b29b1cf00435384c737b2efe08c9d.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,HETH,Hermit Thrush,CATHARUS GUTTATUS,Aves,14.51,299.91,1.48,1.65kHz,6.03kHz,3045278,3,Song,1,,f,1,Dominic Cormier,1388,,f,-51.96,-60.49,2,0.000057,-0.006805,0.006989,-43.11,-65.53,-72.17,2,0,-0.001617,0.001617,-55.82,-55.5,-61.29,2,0.000517,-0.003662,0.005249,-45.6,-70.45,-74.81,2,0,-0.001038,0.001068,-59.43,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/f4480d882d0f4854ba6c1d0f2005f411.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/d89c04c6640740fcbe3b85de42acdec1.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,Aves,18.56,299.91,0.80,1.44kHz,4.17kHz,3045279,1,Song,1,,f,1,Dominic Cormier,1388,,f,-51.8,-58.45,2,0.000039,-0.006256,0.006622,-43.58,-70.62,-74.28,4,0,-0.001007,0.000977,-59.94,-55.6,-61.33,3,0.000491,-0.003601,0.004669,-46.62,-74.66,-76.24,2,0,-0.000671,0.000702,-63.07,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/92efac63072e4ae3a50a26ba333fbe30.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/9edf109a645e4af2948f7eb09c1950df.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,PAWA,Palm Warbler,SETOPHAGA PALMARUM,Aves,44.90,299.91,1.38,3.45kHz,6.23kHz,3045284,2,Song,1,,f,1,Dominic Cormier,1388,,f,-51.61,-62.05,2,-0.000009,-0.005768,0.006561,-43.66,-69.57,-74.19,2,0,-0.001221,0.001221,-58.27,-55.15,-63.75,2,0.000448,-0.003204,0.00473,-46.5,-75.98,-77.63,4,0,-0.00058,0.00058,-64.73,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/15735bbd4ae64d2daf675e7f659b81b5.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/f540e33d60244b2b9ede0bbbbabdaa53.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,LEYE,Lesser Yellowlegs,TRINGA FLAVIPES,Aves,101.55,299.91,6.10,1.80kHz,3.76kHz,3045289,1,Song,1,,f,1,Dominic Cormier,1388,,f,-42.95,-64.18,2,-0.000032,-0.015961,0.016296,-35.76,-46.3,-76.03,2,0,-0.011139,0.011414,-38.85,-35.38,-63.81,2,0.000423,-0.035767,0.035583,-28.93,-35.94,-77.57,2,0,-0.031097,0.030945,-30.15,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/3301c3356ebb42cd855ca97e6d0e8b46.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/683a70f0067742c9882349feb2668d08.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,CAJA,Canada Jay,PERISOREUS CANADENSIS,Aves,103.72,299.91,2.33,1.13kHz,2.32kHz,3045290,1,Call,1,,f,1,Dominic Cormier,1388,,f,-53.59,-63.72,2,-0.000035,-0.005096,0.006104,-44.29,-70.28,-76.83,3,0,-0.000885,0.000946,-60.48,-56.44,-63.72,2,0.000422,-0.003326,0.004578,-46.79,-74.18,-79.11,4,0,-0.000793,0.000763,-62.01,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/dc8cbce99f384f098cde7aa5acc4b74f.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/ea0cf93e47174d71899309843038e99a.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,110.79,299.91,2.48,3.61kHz,8.50kHz,3045345,2,Song,1,,f,1,Dominic Cormier,1388,,f,-41.96,-62.16,4,-0.000034,-0.017792,0.020355,-33.83,-47.31,-72.76,2,0,-0.011261,0.010681,-38.97,-36.98,-63.49,2,0.000415,-0.03067,0.030731,-30.25,-43.79,-74.78,2,0,-0.016724,0.016663,-35.53,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/288be89945b84e1e98fe48123fdbbb50.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/30bc1eda749541979b3ef71580b490f9.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-09 04:30:00,514472,1SPT,477277,t,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,Aves,137.99,299.91,2.35,3.50kHz,6.03kHz,3045292,3,Song,1,,f,1,Dominic Cormier,1388,,f,-54.35,-63.51,2,-0.000043,-0.004639,0.004181,-46.67,-71,-74.79,2,0,-0.001068,0.001099,-59.18,-57.17,-64.22,2,0.000406,-0.00293,0.003632,-48.8,-75.46,-77.92,2,0,-0.000793,0.000732,-62.01,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477277,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/3595c210b6a24ef6aebd76fe93ca33fb.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/407e99de-078c-4c84-a192-9613e81a2286/505a791582a3495c83b1ed3eba929d9c.flac
CWS-PAC,Boreal Monitoring - 2022 FNFN,1318,167428-1-3,333778,2022-06-14 05:00:00,514470,1SPT,477275,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,2.91,299.91,1.83,2.68kHz,6.59kHz,3040060,1,Song,1,,f,1,Dominic Cormier,1388,,f,-63.91,-67.66,4,0.000311,-0.001495,0.002075,-53.66,-71.51,-73.61,4,0,-0.001038,0.000977,-59.68,-60.76,-62.32,3,0.000765,-0.000763,0.002167,-53.28,-74.3,-76.13,2,0,-0.000793,0.000732,-62.01,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=477275,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/ce368370-a3df-4fdb-9e2b-cdee06e443fb/0b65a1749b874576aa7a3f179cb107e4.jpg,https://wildtrax-aru-ca.s3-accelerate.amazonaws.com/ce368370-a3df-4fdb-9e2b-cdee06e443fb/79aea468660d4805bd29cdf21b230514.flac
